t_wall_s,phase,controller_mode,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,twist_requested_vx,twist_requested_vy,twist_requested_vz,twist_requested_wx,twist_requested_wy,twist_requested_wz,twist_achieved_vx,twist_achieved_vy,twist_achieved_vz,twist_achieved_wx,twist_achieved_wy,twist_achieved_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,damping_ke_z,damping_dimeas_z,v_force_z,ke_est,f_des_z_eff,v_r_z,force_reference_scale_n,force_reference_drive,force_reference_gate_scale,takeover,dt_actual_s,sensor_age_s,fx_raw_comp,fy_raw_comp,fz_raw_comp,vz_achieved_tool,contact_present,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.0013,move->d,none,0.0000,0.488578,-0.054908,-0.454798,-0.031538,1.451538,0.073915,1.129263,1.495782,0.488578,-0.054838,-0.454728,-0.031590,1.451538,0.073932,1.129245,1.495765,0.209774,0.080204,0.400379,3.127423,-0.551869,-3.137737,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.000,0.0040,0.00000,0,0,0,0,0.439,0.997,0.141,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005000,0.000738,0.439,0.997,0.141,0.000000,0,0.0002,1.0000,0.12062,0.00000,0.0000,0.00012,0.0000,0.0000,0.000,-0.08466,4.0000,0.488578,0.488578,-0.000000,1,-0.000000
0.0073,move->d,none,0.0001,0.488578,-0.054908,-0.454798,-0.031538,1.451538,0.073915,1.129263,1.495782,0.488578,-0.054908,-0.454746,-0.031556,1.451538,0.073932,1.129263,1.495765,0.209768,0.080199,0.400380,3.127441,-0.551870,-3.137784,0.00001,0.00001,-0.00000,0.00003,-0.00000,0.00007,0.00001,0.00001,-0.00000,0.00003,-0.00000,0.00007,-0.00108,-0.00090,0.00018,-0.00271,0.00016,-0.00648,0.008,0.0030,0.00000,0,0,0,0,0.439,0.997,0.141,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005960,0.001014,0.418,0.929,0.128,0.000400,0,0.0201,1.0000,0.12062,0.00013,0.0001,0.00000,0.0000,0.0000,0.000,-0.08466,4.0000,0.488578,0.488578,-0.000000,1,-0.000000
0.0137,move->d,none,0.0003,0.488578,-0.054908,-0.454797,-0.031538,1.451538,0.073916,1.129263,1.495782,0.488578,-0.054908,-0.454763,-0.031590,1.451521,0.073880,1.129245,1.495765,0.209769,0.080177,0.400391,3.127478,-0.551821,-3.137865,0.00001,0.00005,-0.00002,0.00009,0.00010,0.00020,0.00001,0.00005,-0.00002,0.00009,0.00010,0.00020,0.00009,-0.00362,0.00188,-0.00530,-0.00822,-0.01027,0.030,0.0030,0.00000,0,0,0,0,0.438,0.994,0.141,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006391,0.001452,0.286,0.811,0.098,-0.001693,0,0.0414,1.0000,0.12062,0.00019,0.0001,0.00000,0.0000,0.0000,0.000,-0.08466,4.0000,0.488578,0.488578,-0.000000,1,-0.000000
0.0192,move->d,none,0.0006,0.488578,-0.054908,-0.454797,-0.031539,1.451538,0.073916,1.129263,1.495781,0.488578,-0.054873,-0.454763,-0.031538,1.451503,0.073932,1.129245,1.495765,0.209771,0.080210,0.400397,3.127456,-0.551801,-3.137743,0.00001,-0.00001,-0.00004,0.00006,0.00014,-0.00002,0.00001,-0.00001,-0.00004,0.00006,0.00014,-0.00002,0.00043,0.00510,0.00096,0.00301,-0.00313,0.01708,0.020,0.0020,0.00000,0,0,0,0,0.433,0.987,0.139,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005543,0.000542,0.373,0.884,0.071,-0.000987,0,0.0599,1.0000,0.12062,0.00015,0.0001,0.00000,0.0000,0.0000,0.000,-0.08466,4.0000,0.488578,0.488578,-0.000000,1,-0.000000
0.0251,move->d,none,0.0010,0.488578,-0.054908,-0.454797,-0.031539,1.451538,0.073916,1.129263,1.495781,0.488578,-0.054873,-0.454728,-0.031556,1.451573,0.073932,1.129211,1.495765,0.209778,0.080205,0.400373,3.127439,-0.551870,-3.137752,-0.00001,-0.00000,0.00001,0.00003,-0.00000,0.00001,-0.00001,-0.00000,0.00001,0.00003,-0.00000,0.00001,0.00128,-0.00089,-0.00456,0.00256,0.01279,-0.00321,0.008,0.0039,0.00000,0,0,0,0,0.428,0.979,0.136,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005840,0.000976,0.403,0.967,0.087,0.003205,0,0.0793,1.0000,0.12062,0.00013,0.0000,0.00001,0.0000,0.0000,0.000,-0.08466,4.0000,0.488578,0.488578,-0.000000,1,-0.000000
0.0306,move->d,none,0.0015,0.488578,-0.054907,-0.454797,-0.031539,1.451538,0.073917,1.129264,1.495781,0.488578,-0.054908,-0.454728,-0.031590,1.451521,0.073915,1.129211,1.495765,0.209781,0.080184,0.400389,3.127444,-0.551818,-3.137830,-0.00001,0.00004,-0.00002,0.00004,0.00010,0.00016,-0.00001,0.00004,-0.00002,0.00004,0.00010,0.00016,0.00051,-0.00393,0.00313,-0.00068,-0.00968,-0.01434,0.023,0.0039,0.00000,0,0,0,0,0.422,0.972,0.132,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005553,0.001207,0.404,0.967,0.088,-0.002979,0,0.0978,1.0000,0.12062,0.00015,0.0001,0.00001,0.0000,0.0000,0.000,-0.08466,4.0000,0.488578,0.488578,-0.000000,1,-0.000000
0.0361,move->d,none,0.0021,0.488578,-0.054907,-0.454797,-0.031539,1.451539,0.073917,1.129263,1.495781,0.488578,-0.054838,-0.454763,-0.031590,1.451521,0.073932,1.129263,1.495765,0.209767,0.080205,0.400389,3.127426,-0.551834,-3.137738,0.00002,-0.00000,-0.00002,0.00001,0.00007,-0.00000,0.00002,-0.00000,-0.00002,0.00001,0.00007,-0.00000,-0.00235,0.00327,-0.00002,0.00244,0.00263,0.01360,0.013,0.0040,0.00000,0,0,0,0,0.416,0.966,0.127,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005461,0.000532,0.237,0.858,0.001,0.001286,0,0.1160,1.0000,0.12062,0.00009,0.0000,0.00001,0.0000,0.0000,0.000,-0.08466,4.0000,0.488578,0.488578,-0.000000,1,-0.000000
0.0412,move->d,none,0.0027,0.488578,-0.054907,-0.454796,-0.031539,1.451539,0.073917,1.129263,1.495781,0.488578,-0.054838,-0.454763,-0.031590,1.451521,0.073932,1.129263,1.495765,0.209767,0.080205,0.400389,3.127426,-0.551834,-3.137738,0.00002,-0.00000,-0.00002,0.00001,0.00007,-0.00000,0.00002,-0.00000,-0.00002,0.00001,0.00007,-0.00000,-0.00235,0.00327,-0.00002,0.00244,0.00263,0.01360,0.013,0.0040,0.00000,0,0,0,0,0.408,0.958,0.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005089,0.005552,0.237,0.858,0.001,0.001286,0,0.1330,1.0000,0.12062,0.00009,0.0000,0.00001,0.0000,0.0000,0.000,-0.08466,4.0000,0.488578,0.488578,-0.000000,1,-0.000000
0.0468,move->d,none,0.0035,0.488578,-0.054907,-0.454795,-0.031539,1.451539,0.073917,1.129263,1.495781,0.488578,-0.054908,-0.454815,-0.031590,1.451503,0.073932,1.129298,1.495765,0.209753,0.080191,0.400401,3.127429,-0.551800,-3.137807,0.00004,0.00003,-0.00004,0.00001,0.00014,0.00013,0.00004,0.00003,-0.00004,0.00001,0.00014,0.00013,-0.00136,-0.00132,0.00111,-0.00027,-0.00336,-0.00648,0.034,0.0030,0.00000,0,0,0,0,0.397,0.950,0.111,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005596,0.000813,0.405,0.929,0.062,-0.000247,0,0.1517,1.0000,0.12062,0.00024,0.0001,0.00002,0.0000,0.0000,0.000,-0.08466,4.0000,0.488578,0.488581,-0.000000,1,-0.000000
0.0525,move->d,none,0.0044,0.488578,-0.054907,-0.454795,-0.031539,1.451539,0.073918,1.129263,1.495780,0.488581,-0.054873,-0.454746,-0.031556,1.451521,0.073880,1.129263,1.495765,0.209769,0.080197,0.400385,3.127494,-0.551857,-3.137806,0.00001,0.00001,-0.00001,0.00012,0.00002,0.00006,0.00001,0.00001,-0.00001,0.00012,0.00002,0.00006,0.00306,0.00124,-0.00298,-0.01036,0.01071,0.00663,0.010,0.0029,0.00000,0,0,0,0,0.386,0.941,0.102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005732,0.001194,0.296,0.835,0.091,0.000947,0,0.1708,1.0000,0.12062,0.00020,0.0001,0.00002,0.0000,0.0000,0.000,-0.08466,4.0000,0.488578,0.488581,-0.000000,1,-0.000000
